Word,Frequency
মোগাদিসুর,10
এঞ্জেলেস,11
সচলে,12
র্ণিঝড়,12
বাবাভাই,11
নিকারাগুয়ার,10
আশ্রয়কেন্দ্রগুলোতে,11
এফডিএর,12
পাইলটসহ,10
কোলের,11
ফ্লিন,12
দক্ষিণাঞ্চলীয়,12
ইলেকট্রিসিটি,10
নরবণে,11
গালওয়ান,10
এড়িয়ে,11
সরায়নি,11
ভারত৷,11
কাঠামোও,10
বিবৃতিতেও,11
সরঞ্জামে,10
জিগির,10
৬৭৬,12
বলিদান,11
নয়াদিল্লিকে,11
গেড়েছে,11
প্রত্যাঘাত,11
পদ্ধতিও,11
ফেং,11
মোতায়েনের,12
ঠেলাঠেলি,10
মিঙ্কের,12
অঙ্গরাজ্যগুলো,12
নিয়মানুসারে,12
সমুদ্রপথ,11
সরিয়েছে,10
পৌঁছনোর,10
ক্ষিপ্রতা,11
কিয়েভে,11
ঘটনায়ও,12
সম্প্রদায়,11
বক্তৃতায়,10
নৌকাটির,11
ফোনকলে,10
আইওএমের,10
কর্পসের,11
আরোপকারী,11
পলে,11
প্রজাতিটি,10
পরীক্ষানিরীক্ষা,10
ইউয়ানের,12
মোবারকের,12
স্বৈরশাসকদের,12
শীর্ষেও,12
বায়োকেমিস্ট্রি,11
উদ্বেগকে,10
বায়োটেক,12
ঝাঁঝরা,12
শটগুলো,11
ক্যাফের,12
এগোল,10
এব,12
ব্রিটেনেই,10
শাবকের,12
টিমসহ,10
শিল্পক্ষেত্রে,10
বিপি,10
নৃতাত্তি,10
মহামারিটির,11
শ্বশুরকে,11
পরীক্ষকদের,12
আইডিইএ,10
তর্কাতর্কির,12
আব্দুলআজিজ,11
সাসেক্সের,12
তেলঙ্গানার,11
সংবাদপত্রটি,10
রাখছিল,12
বিড়ালটি,12
ফোঁটা,11
জ্যোতিপ্রিয়,11
স্বৈরশাসনের,12
চিকে,10
কৃষিখাতের,11
প্রতিষ্ঠানগুলি,12
দেখিয়েছে,12
চারেকের,11
আঙ্কটাড,12
প্রয়াগরাজ,10
বিদ্যুৎখাতে,12
পশ্চিমবঙ্গকে,10
নগরীটির,10
নোটটি,10
ত্রিপাক্ষিক,12
প্রবেশাধিকারের,12
এলোপাথারি,10
ডিডবি,12
হুয়াওয়েকে,10
হাশেমি,12
পরগনায়,11
ভুবনেশ্বরের,11
অ্যাকাউন্টগুলো,12
বিরামহীনভাবে,11
গ্রহাণুটি,12
ভাগাভাগিতে,10
এগুনো,10
প্রণালিতে,12
নমনীয়তা,12
আরশোলা,10
ফ্রন্টে,11
এতজন,12
এন্ডারসন,11
অঙ্গরাজ্যকে,11
দুর্গাপুরে,10
জিএমটি,12
খুলেছিল,10
প্রক্রিয়াটির,10
ক্রেতাই,10
কাতালোনিয়া,12
জনসমাগমপূর্ণ,11
আটকাচ্ছে,12
সার্বিয়ায়,10
বেলগ্রেডে,10
কুইন্সল্যান্ডের,11
এসএজিই,12
নোভাভ্যাক্সের,10
পদক্ষেপসমূহ,11
শহরাঞ্চলের,11
সীতারমন,10
জীবনভর,10
তথ্যগুলি,10
রিপোর্টে,10
কেকিয়াং,11
ট্যাংকির,10
দুইজনসহ,11
টবে,10
পৌঁছাল,12
ডব্লিউএমও,11
ভয়ঙ্করভাবে,12
আশঙ্কাজনকহারে,10
১৮৫০,12
সেবনকারী,10
১৮৯০,11
উপসংহারে,12
মুর্মুর,10
পঙ্গপালে,11
পতঙ্গের,12
নেতানিয়াহুর,12
রেস্তোরাঁও,12
সুনশান,10
চীনেরও,11
মাতৃভূমিতে,11
উদারপন্থী,11
চড়ছে,11
ভূখন্ডকে,11
গোখলে,10
ভর্ৎসনা,10
এপস্টেইন,11
মিসৌরির,10
স্টিনেটের,11
সংবাদমাধ্যমেও,10
বার্তাগুলো,11
পিচাই,11
জলপথ,12
মুখ্যমন্ত্রীও,10
বালটিস্তান,10
আসনও,12
প্রয়োগের,12
তেলজাত,10
অগ্নিপরীক্ষা,12
ঘানায়,11
সুলতানি,11
রিচার্ডে,12
ধৌত,12
ততবার,11
প্যাটিকে,12
কর্মীসংখ্যা,10
কেনটাকি,10
কার্নেগি,12
লাখই,12
গাওয়ালি,11
উড়িয়েছে,12
গুয়াংডং,12
উড়ার,10
উপলব্ধ,10
স্বাস্থ্যব্যবস্থার,11
ফিলিস্তিনিদেরকে,10
কোয়াং,12
কনভেনশনাল,11
অবকাশযাপন,12
বয়লার,11
কুণ্ডলী,10
স্থাপনকারীদের,12
প্রস্তাবগুলোর,11
লাঠিচার্জের,11
হাইনান,11
ফুজিয়ান,10
২০৩৫,10
মালিন্দো,11
হাঁটেনি,11
অঙ্গরাজ্যেও,11
নাইন্টিনে,12
মিসাইলটি,12
লক্ষণযুক্ত,12
হৃদপিন্ড,10
টিস্যুর,10
ইম্পেরিয়াল,11
পুণের,12
বিরোধী,10
মার্কিনদের,12
হাউডি,10
নেতৃত্বগুণ,12
প্রকাশকারী,11
রেস্টুরেন্টটি,11
দৌড়ানো,10
যৌগ,11
হয়ো,10
যথাস্থানে,10
ড্রিল,11
ভিপিএন,11
তেজস্বীর,11
অস্তিত্বহীন,12
লক্ষ্যবস্তুকে,11
স্টেলথ,10
রাশিয়াই,10
অস্ত্রবাহী,10
সিনহুয়ার,12
ভাঙচুরও,11
বসাচ্ছে,11
সবোর্চ্চ,12
৮৯৮,11
এদুয়ার্দো,12
উপকারি,11
আশাপ্রকাশ,12
প্রধানমন্ত্রীত্ব,12
পামির,10
ম্যাক্রোকে,11
বাংলাদেশিরাও,10
জিনফাদি,11
পূর্বদিকে,12
মধ্যযুগের,10
ছড়ানোয়,10
স্টেটগুলোর,12
ক্যান্টিনের,11
গলাধাক্কা,11
এরোস্পেস,10
চণ্ডীগড়,10
ওবামাও,12
মহামারিজনিত,10
বিদ্রুপের,11
জিয়াং,11
নিন্দাও,12
গম্বুজের,10
শ্রেণিকে,11
আসাদুদ্দিন,12
শিরচ্ছেদ,10
ব্রঙ্কস,10
বাঘটি,11
মার্সিডিজ,12
সরণিতে,10
বেত,12
পোখরেল,11
আমজনতা,10
হ্যাশট্যাগে,11
হামেশাই,10
শিবিরটিতে,10
লাইবেরিয়া,12
কোতোয়াল,11
হ্যানস,11
পিটিআইর,11
সামোয়া,12
টোঙ্গা,10
জোস,11
মরসুমে,10
বরযাত্রী,11
তামিলনাডুর,12
যাদবও,12
৬২৯,12
ইনসাইডারের,10
সিটিজেনশিপ,12
ভ্রমণকারীরা,12
হাইড্রোকার্বন,11
মন্ত্রীপরিষদের,12
ভবনেও,10
শোধন,12
পেট্রো,10
লক্ষ্যগুলো,11
সুরক্ষাকে,12
ক্রিস্টিয়া,10
এডওয়ার্ডস,10
হাইতিতে,11
প্রাণীটির,11
প্রতিরোধেও,12
এ্যাপার্টমেন্ট,12
ইধি,12
কমান্ডারও,11
উইলফ্রেড,11
জেলাশাসক,10
টেলিস্কোপের,11
লক্ষ্যবস্তুর,12
তড়িঘড়ি,11
এইচ১এন১,12
হাসপিল,12
হত্যাকারীর,12
তামিলনাডু,11
সীমান্তেই,10
বৈঠকগুলো,12
মায়ামিতে,11
জেলাটি,10
৩১৪টি,12
গ্রিনহাউজ,11
ভোটারই,11
উহানসহ,10
রুখতেই,12
সমর্থনেও,10
নিশাচর,10
সহায়তাকারীদের,11
বন্দিদশায়,10
পায়চারি,11
তৈরিকারী,11
তর্কবিতর্ক,12
হামদান,12
দিল্লিসহ,10
সংখা,12
শত্রুপক্ষকে,11
৫২৩টি,12
জর,10
অ্যাটলাস,11
কেনোসার,11
হ্যান,11
তাবলিগি,11
লঙ্ঘনসহ,11
সমীক্ষাটি,12
হাইনেস,11
কোভিডকে,10
ফাতিমাকে,11
সেপসিসে,12
চিকিৎসকরাই,10
আর্জিও,10
অর্থকরী,12
ঝেজিয়াং,12
ডব্লিউটিও,12
দলিতদের,11
পঞ্জি,10
সেচের,11
আরজেডির,11
সেনাপ্রধানকে,10
গিরি,11
্যাট,10
বিডেন,11
খাওয়ার,12
দাঙ্গায়,12
উদাহারণ,11
উমরাহ,12
পৌঁছানোয়,10
শনাক্তকারী,12
ড্রোনটিকে,11
বাপার,10
বংশোদ্ভূতদের,12
হাজিয়েভ,10
জাবিহুল্লাহ,11
ছাটাইয়ের,12
সরকারগুলি,11
হাসপাতালগুলি,10
লয়া,12
নিষেধে,11
রাষ্ট্রপতিকে,11
কোবিন্দের,11
খাতিবজাদে,11
জলদস্যুরা,11
যোগাযোগমন্ত্রী,11
বাল্যবিবাহের,12
টিকটককে,10
নিকেল,10
১৮১৬,11
মদতে,11
ঢোকায়,11
লকার,10
অপরপক্ষে,12
বিষয়গুলির,12
তাসমানিয়ার,11
তিমিগুলো,12
ওশেন,11
দলনেতার,11
২৫টা,10
বেরোনো,11
দিনরাতের,12
কুস্তিগীর,10
ব্রিন,11
এনডিএর,12
বন্দরনগরীতে,12
বিধায়কদের,12
মেইনটেনেন্স,11
অগ্নিগর্ভ,12
বুদ্ধিজীবীরা,11
ফ্যাটি,11
গোলার্ধের,11
ব্লমের,11
সংস্থাগুলোতে,11
প্রয়োজনমতো,12
বস্তুকণার,10
ঘনত্বের,11
পিএম২,11
নির্গমনের,11
কার্নিভ্যালের,10
বাসস্টেশন,12
বাঁদরের,12
লুইগি,10
বায়োলজিকস,10
টিকাকরণ,11
পেজুয়াং,10
চায়নিজ,12
নিষিক্ত,10
কনস্টান্টিনোপল,10
অর্থডক্স,12
বুরারি,11
বেশিও,10
বিশ্ববাজার,10
সউদীদের,10
প্যারিসসহ,12
এঘটনার,10
সৃষ্টিকর্তাকে,11
তিমুর,12
৯৬৭,11
৭৭৩,12
টেস্টিংয়ের,10
টেস্টগুলো,12
স্বাভাবিকতায়,12
কিনতেও,11
৮২৬,11
৯৮১,12
বৃহস্পতিবারে,11
সচেতনা,10
রাষ্ট্রপ্রধানকে,10
এপিডেমোলজি,12
নাগেট,10
শীঘ্র,10
পাকিস্তানকেও,12
ইউরেনিয়ামের,10
দিমিত্রিয়েভ,11
নোভিচক,11
অগ্রাধিকারে,12
ইউএভি,10
সাবাহকে,11
সাবাহের,10
দ্রততম,12
পিতাও,10
বেরাত,11
প্রক্রিয়াজাতকরণের,10
শীর্ষকর্তা,10
অভিনন্দনও,10
ইঞ্জিনিয়াররা,10
মানাল,11
কাতায়েব,10
তুষারপাতে,10
তিব্বতি,10
ছেলেমেয়ের,10
লিঁয়াজো,10
প্রতিনিধিদলকে,11
খলিলজাদের,11
নিরাপত্তাগত,10
নাকভি,12
স্বরাষ্ট্রসচিব,10
ইয়েচুরি,12
বিচারব্যবস্থার,12
মার্চেও,11
উত্তরাংশের,12
অমানবিকভাবে,12
ইন্ডিয়ায়,10
ভোটেও,12
আখতারুল,12
সাউদ,11
বলরামপুর,11
৯১২,12
অপদস্ত,11
আর্তচিৎকার,12
বিধানও,11
মুসলিমপ্রধান,10
রয়টার্স,12
বেকারভাতা,10
নাড্ডা,10
অ্যাখা,10
স্লথ,10
ফরেইন,12
২২টিতে,10
নাথকে,11
স্কটিশদের,10
প্যাডিলা,10
মায়ানমারে,10
রাস্তাটিকে,10
জওয়ানকে,12
ইন্স,12
ভয়াবহতাকে,10
ট্রাম্পবিরোধী,12
দেখাতেও,10
সেপ্টেম্বরেও,11
ভোগব্যয়,10
প্রতিরক্ষামন্ত্রণালয়,10
স্কুলগুলোকে,12
জালানি,12
চলতেন,11
প্রতিবাদকারীকে,10
রক্ষায়ও,10
নেপালেরও,10
মানদন্ডের,11
এইমসে,12
কৃষ্ণসাগরে,12
গড়াগড়ি,10
বুঝলেন,12
মেমোরিয়ালে,10
শার্পটন,10
পৌঁছনো,12
কাতরাতে,12
ঝাড়খণ্ডের,11
রচেস্টার,10
প্রুড,10
মিলতো,11
জ্যাকবের,11
শ্রেষ্ঠত্ববাদীদের,10
করেনাভাইরাসের,12
এগজিট,11
পরমানুবিজ্ঞানী,11
ফখরিযাদে,10
মারাত,11
ভাড়াতেই,11
বৈষম্যম,11
ডেল্টার,10
বিদ্যুৎবিচ্ছিন্ন,10
ডিব্রুগড়,10
শিক্ষাদান,12
হাতগুটিয়ে,10
সুরঞ্জিত,10
আসামিই,10
হারিছ,10
৩২২টি,10
আনাসহ,12
মঙ্গলময়,11
উপরিভাগের,10
এমিরেটসে,10
ক্রেবস,12
অসন্তুষ্টির,12
উদারপন্থীদের,11
জর্জিয়া,12
মুসলমানসহ,12
এস্তোনিয়ার,10
প্রাচুর্য,12
বলগুলো,12
আইডেন,10
খননকাজ,11
পঞ্চমবার,12
গভীরতম,12
অগ্নুৎপাতের,11
ঘাঁটিগুলো,10
গন্ডার,10
পার্কটির,12
পৃথকীকরণ,11
স্বেচ্ছামৃত্যুর,12
বামদের,10
ভোডাফোন,11
ওহাইওর,10
রিপাবলিকানই,10
রিপ্রেজেন্টেটিভসের,12
মেসা,12
চিহ্নও,12
৫৭৯,12
চুলকানি,12
ডলফিনগুলো,12
অধিবাসীকে,12
বিদর্ভ,12
আগদাম,10
দিয়েই,10
হোয়াটসঅ্যাপ,11
আর্দ্র,12
কৃষকসহ,10
মিধসের,12
বনকর্মীরা,11
তাখতে,11
রাষ্ট্রদূতকেও,10
হিন্দুকে,11
জলাভূমির,10
বুবোনিক,10
সিসমোলজি,11
ভেনাসকে,11
প্রবন্ধের,11
ব্রিডেনস্টাইন,10
কোনি,12
ভোটগুলো,10
নৈমিত্তিক,11
গ্রুপও,10
অসমতার,11
যুবকও,11
অগ্নুৎপাত,11
জালিয়াতির,11
নির্ঘাত,12
জখমের,12
রিডের,12
অ্যাসপিরিন,11
বিমানমন্ত্রী,11
ভাতিজার,10
উপশম,11
ডব্লিউডব্লিউএফ,10
নার,11
৫৯৬,10
হাউসেও,10
মেলানিয়াও,10
নববিতে,10
সহিহ,11
ওকল্যান্ডে,10
লড়েছি,10
গোষ্ঠীগুলির,10
দাতারা,11
ছেড়েও,11
কোষগুলো,11
উড়িয়েছেন,11
এথিকস,11
শাংরি,10
জেসিও,11
নিধনযজ্ঞের,10
নদীয়া,10
যানটির,12
বাঁধটির,11
মধ্যমেয়াদি,12
সিকিউরিটিজের,11
মানবদেহেও,10
জীবনাবসান,11
ক্ষেপণাস্ত্রে,12
১৬৫টি,12
রোগগুলোর,11
মর্ডানার,11
সালেহের,12
জালালাবাদে,11
গোয়াদারে,11
আর্মিকে,10
প্রিন্সটন,10
ধরানোর,12
ইয়র্ক,11
হতাশাব্যঞ্জক,12
জেএইচইউ,12
ফ্রান্সেই,10
বিশ্বায়ন,12
সভেৎলানা,11
তিখানোভস্কায়া,11
সংযুক্তকরণ,12
কাজেমি,10
কনভয়ের,11
ওমরকে,12
কেইথ,11
আইডেন্টিফিকেশন,12
পিজন,12
কোয়ারান্টিন,10
হালনাগাদে,11
ষণের,12
মুত্যু,10
৮৩২,12
সিনোভাক,11
র্যের,11
প্রভিন্সের,10
সংখ্যাটাও,11
কার্দাশিয়ান,12
এডমিনিস্ট্রেশন,10
ঘুমাচ্ছিলেন,10
আর্চি,12
ইন্টারন্যাশনালকে,12
ইজমিরে,10
ফলাফলটি,10
কাশতে,12
ধরছিলেন,12
লায়েক,10
মহার্ঘ,11
আদায়কৃত,12
কোভিশিল্ড,12
তিরুঅনন্তপুরমে,11
পেলেট,10
জাকজমকপূর্ণ,11
শাখাগুলোতে,10
অক্ষমতার,12
জবানবন্দীতে,12
বুলগেরিয়ান,11
আল্লাহুম্মা,12
বিষক্রিয়ার,11
বিশ্বেও,12
নৌযানটি,12
পাঁচজনে,11
বুদ্ধের,12
আরআইএ,11
টারান্ট,11
প্রক্রিয়াগত,11
আসডা,12
শিল্পপণ্য,10
ওষুধশিল্প,11
মড়ার,12
ইউনিয়নও,10
মূলোৎপাটন,12
আব্দুলাহ,12
জলস্তর,11
বৈমানিককে,10
মমির,10
সারকোফ্যাগাস,11
পিরামিডের,10
নিষিদ্ধে,10
হেলিকপ্টারগুলো,10
মনুমেন্ট,11
হিলিয়াম,10
ইউরেশিয়ান,10
১৮২টি,11
৪৫১টি,10
ব্রেওনা,11
পুলিশপ্রধান,11
ব্রেওনার,11
গুণছে,12
শীততাপ,12
অসম্ভবের,11
উচ্চাকাঙ্ক্ষী,11
মানবধিকার,10
মহারাষ্ট্রেও,11
ফুজুলি,10
এয়ারফোর্স,12
জেবুন্নেসা,10
রিলেটেড,12
সমর্থকই,12
পৌঁছেই,12
পৌঁছালেও,12
গোতাবায়া,10
আইনজ্ঞরা,11
চার্জার,11
নটিংহামে,10
স্ফটিক,12
ধ্বংসযজ্ঞে,10
শপিংমলগুলো,12
অখণ্ডতার,12
অগুনতি,10
দাবানলকে,10
৫৬০টি,12
ম্যারির,12
র্বের,12
গবেষণাটির,11
সাইমা,10
ডিডিসি,12
প্রধানমন্ত্রীদের,11
এলিসি,10
অতিমহামারী,12
জেনারেলরা,12
১৯০১,10
পেসিডেন্ট,10
অস্বীকৃতির,10
সংরক্ষণাগার,11
ওয়াশিংটনভিত্তিক,12
নাপিতের,11
অভিবাসনবিরোধী,11
পিএমও,12
রিশি,11
এনডিএস,11
শস্ত্র,11
নিষ্ক্রীয়,11
হানিয়া,12
এবাদতের,11
রাষ্ট্রপ্রধানদের,10
গয়ালি,12
বৈধপথে,12
মলদোভা,12
তাকফিরি,11
কুকুরদের,11
ইউনিটগুলোকে,10
ভঙ্গকারীদের,10
মহুর্তে,10
জরিপগুলো,12
কোম্পানিগুলোতে,12
মেডিসিনস,10
উঠোনে,10
ইএইচআরসি,11
গণমাধ্যমও,12
ভেনিসের,11
উষ্মা,11
শুঁড়,10
নদীতেই,10
অটোয়ায়,11
প্রদেশগুলোর,10
ইয়েরেভান,10
দুপক্ষ,10
উইমেনের,10
ক্যারিবিয়ানের,11
লিচম্যান,10
প্রকারে,12
সুদানিজ,12
কানাডাকে,10
স্টেফান,12
শরিয়তের,10
ভূপাতিতের,11
ডিক্রির,11
পাশিনিয়ানের,11
পৌঁছালো,11
আর্মেনিয়রা,11
পুদুচেরির,10
নৌবাহিনীও,12
ককেশাসের,11
দুইপক্ষ,11
নসিহত,11
অভিবাসনে,10
স্টকহোমের,12
জোহরাব,10
শুকরের,10
ফ্রেডরিখ,12
টানেলে,12
নিষ্ফল,11
গবেষণাকে,10
স্থলের,10
মাংসে,12
অবতরণে,10
দাঁড়াতো,11
বিদ্বেষম,10
অনমনীয়,11
মৌলবাদীরা,11
দোতলার,12
কেসিডিসি,10
গির্জাসহ,12
সমর্থণ,10
গিন্টসবার্গ,12
শাঁখা,11
জুমায়,11
রিসেপটর,10
নিউক্লিক,12
নর্ড,12
ক্যালি,10
শিশুরোগ,12
পাখিকে,12
ডব্লিওএইচও,12
চিকিৎ,10
ক্ষেপণাস্ত্রও,11
চালকহীন,12
হটলাইনের,12
দরগা,10
হুইটি,12
পালনকারীর,10
সতর্কতাও,11
ফেরেশতা,10
অভ্যন্তর,11
চাপিয়েছেন,12
জিরোনার,12
সিরাপ,11
রাতটি,11
রমনি,11
নিরপেক্ষতার,12
গণতন্ত্রপন্থিরা,12
নিলামকারী,12
কর্মকাণ্ডকে,11
পরেছিল,12
নিকটাত্মীয়দের,12
ভোল্টের,12
পেটেন্টের,11
ফ্রেডেরিকসেন,10
বডিবিল্ডার,10
উপরিভাগ,10
প্রাণহানিও,10
মুলতুবি,12
তাবলীগের,11
৬বার,10
হিদার,10
হয়েছিলো,10
বলাৎকার,11
বলরামপুরে,11
নয়ডা,11
ঠেকায়,11
আইনেও,10
ধর্মালম্বীদের,10
শিক্ষকও,12
সন্ত্রাসবাদবিরোধী,12
ড্যামের,11
অযোগ্যতার,10
প্রান্তেও,12
উত্তরাখণ্ডে,12
ইজরায়েলের,10
পোশাকি,10
তিয়ানওয়েন,11
রোগীশূন্য,10
ঘোষণাসহ,10
ওমারোসা,11
এইচএমএস,11
মুশাহিদ,10
কিয়োডো,12
ঠেকছে,12
ইনকোয়ারি,11
মিনিয়াপলিসে,10
এলাকাগুলোতেও,10
ওয়াং,12
মেলানিয়াকে,11
খোঁড়া,10
নীতিই,11
ইলেকটর,10
ছয়গুণ,11
শোপিয়ান,10
ডাটাবেজে,11
ফৌসি,11
স্পেকট্রাম,11
পুনর্র্নিবাচিত,10
ইয়েদুরাপ্পা,10
দেশগুলোসহ,11
কাশ্মিরিদের,11
এমহফ,11
লিওনর,11
৯৩২,12
কয়েকজনই,10
সংখ্যায়ও,11
বাজারজাতের,11
মুগাবে,12
অ্যাফেয়ার্সকে,10
লেবারের,11
টাইগ্রিস,10
টারবাইন,10
পরিদর্শকদের,10
প্যানডেমিকের,12
একচুয়াল,11
আবহাওয়াকে,10
চন্দ্রযানটি,12
বইবে,11
পায়রার,11
খননে,12
স্থাপনায়,10
জলাধারে,10
পরাশক্তিগুলোর,12
এন্তোনিও,11
মিজোরামে,12
বাগাড়ম্বর,11
মতভেদের,11
বেনসন,11
সংযোগও,10
শণাক্ত,11
দেমির,11
ইউরেশিয়া,11
জিওভান্নি,10
ছাড়াল,12
১লাখ,12
দখলকারীদের,12
দশকেই,12
এফএফপি,10
আইডিএ,12
লক্ষ্যভেদের,10
প্যারোল,11
তায়েপ,10
যুক্তরাজ্যেও,11
শিলিগুড়ি,12
গুলেনের,11
গুলেন,11
সরঞ্জামগুলো,11
জাহাজেই,12
পিপাসা,10
টিকটিকি,11
সঠিকভাবেই,12
চার্চিল,12
অগ্রগতিকে,12
বন্দরগুলো,12
চতুর্থত,11
কনটেইনারের,10
সাইপ্রিয়ট,11
জিহাদিরা,10
স্বায়ত্ত্বশাসিত,11
দূর্গ,12
টুপির,11
পরিকাঠামোর,10
কার্যাবলী,11
দক্ষিণাংশে,12
ব্যক্তিতে,11
প্রযুক্তিমন্ত্রী,11
ওয়ানি,12
পাখতুনখোয়া,10
পিএএফ,11
টিগ্রে,12
ডাব্লুএফপি,10
মুত্যুর,10
বায়োমেডিকেল,11
বিএমআই,11
সংঘঠিত,11
সংঘর্ষবিরতি,10
উদ্ধুদ্ধ,12
ঐক্যে,11
বয়কটের,11
করিয়েও,11
কায়ুকতান,11
রাথেডাং,10
সুপারশপে,12
চিৎকারের,12
২৭শ,11
সুগন্ধী,10
পরিসংখ্যানগত,10
শরৎকালে,10
রাষ্ট্রনেতা,10
নথিসহ,10
বৈধকরণ,10
ক্রিয়াকলাপ,12
মহামারিকালীন,12
১৯২৮,10
মিলসের,10
রাজ্যসহ,10
ম্যার্কেলের,11
এলিজাবেথা,10
তেলাওয়াতের,12
ব্যানসেল,12
আইআরএস,11
এসইউটিডি,10
হর্নের,10
আবাবা,11
চুক্তিতেই,10
পদার্থবিদ্যায়,11
সমাবেশও,10
৯৮৬টি,12
ভেন্ডর,12
ম্যাকানিজম,10
নোবেলজয়ীদের,12
ক্রোনার,11
হোচট,11
খামিস,11
ওয়ার্প,11
পানশালা,12
নিয়ন্ত্রণও,12
বাইটড্যান্সের,11
মালয়েশিয়াসহ,12
মুসুল্লি,11
সহপ্রতিষ্ঠাতা,11
চেচনিয়া,12
জয়নব,10
শিক্ষাপ্রতিষ্ঠানসহ,11
এনসিওসি,10
ক্যানসিনোর,10
প্রযুক্তিটি,10
হামলাকারীও,10
পাম্পিং,11
এমনা,10
ডিক্সভিল,10
দিককার,10
টিকাও,12
পেশাওয়ার,12
গিলানিকে,10
হাতবোমা,10
বিশ্লেষণও,10
নানগরহার,10
হুজাইফা,12
বাদাখশান,11
মিত্রদেশ,12
রক্তপাতের,11
প্রেরণকারী,12
বালখ,10
হুমকিই,11
মেটান,10
রাষ্ট্রগুলোতে,10
বছরগুলোয়,12
পাখতুনখাওয়া,11
১৯০৫,11
দিশারী,11
ফেনা,11
ওয়ানপ্লাস,10
বৃহদাকার,12
দামাভান্দ,12
তেহরিকে,10
অস্ত্রাগারে,10
মরব,12
মুখই,11
কোডে,12
প্রতিশ্রুতিগুলো,10
হাজর,11
স্টলটেনবার্গ,12
মেদভেদেভকে,10
শাহীনকে,10
কোত,11
জঘণ্য,12
দোষীসাব্যস্ত,12
ওমানি,10
চুল্লির,12
বাজওয়া,10
পামওয়েল,10
সীমান্তরক্ষীরা,10
এবাদি,11
ঐক্যকে,11
যন্ত্রগুলো,11
জাতিসঙ্ঘে,10
আসিফার,11
আসিফা,10
রণকৌশল,11
ডিজিজের,12
মেমোরেন্ডাম,10
প্রমীলা,10
বিটকয়েন,10
সভাকক্ষ,11
পাশাপাশিই,12
মেটায়,11
অনৈক্য,11
হাফম্যান,12
বিলওয়াল,10
বর্তেছে,11
নুন্যতম,10
ড্রামের,11
চুবিয়ে,11
অবিবেচকের,12
জ্বালাময়ী,12
টানতেই,10
২৯২টি,12
আলাবামার,10
উড়োজাহাজটিতে,11
২২শ,12
মিশনগুলোতে,11
মিশনগুলোর,11
বীচ,12
মিনিয়াপলিস,12
চতুর্থাংশেরও,12
বিকেন্দ্রীকরণ,11
অতিমহামারীর,11
স্কুলগামী,10
৯৪৪,11
অনেকভাবে,12
ব্যাটালিয়ান,10
পর্যদুস্ত,11
ভিস্তা,12
স্টেফেন,11
মৃত্যুহারে,10
কোভিডকালীন,10
তিক্ততার,12
অপরচুনিটি,12
কাতরাচ্ছেন,12
লেব্রন,10
ফ্লয়েড,10
ধরপাকড়ের,11
আশপাশেই,10
হাসপাতালগুলিতে,10
সামলাবে,11
টপকানো,11
সেগুলোতেও,12
নেব্রাস্কার,11
২৭৯টি,10
কার্ডিনাল,12
রবিনেট,10
দুইদফা,10
মেটে,12
প্রতিরোধকারী,12
শর্তাবলি,12
উইগুরদের,12
অ্যাডুকেশন,12
চন্ডিগড়,12
বিশ্ববিদ্যালয়ও,11
পুলিশকর্মীকে,10
মসজিদও,12
গোলযোগপূর্ণ,12
সখ্যতার,11
ছেলেটাকে,12
ত্বরিৎ,11
জিমন্যাসিয়ামে,11
পেমেন্টের,11
ধর্ষণকে,11
ওসমানীনগর,11
গেং,11
পঙ্গুত্ব,11
গলছে,10
গোল্ডম্যান,10
২৯শে,10
ঘড়িটির,11
কিয়াম,12
ট্যাঙ্কে,12
জঙ্গিগোষ্ঠীটির,12
নাইনটিনের,10
বাঘটিকে,11
গতরাতের,11
বিমানসহ,12
ঠিকভাবেই,10
গিলিড,11
ডিএফআইডি,11
মাতাকে,11
স্পর্ধা,11
টিআরএস,12
নির্ভেজাল,10
শুল্কায়নের,11
বিধানটি,11
ফাটানো,11
বৃত্তেই,11
গির্জাটি,10
এতবার,11
জয়কার,10
দ্বিধাগ্রস্ত,11
আন্দোলনই,10
জিলাপি,10
উদ্ঘাটনে,10
অল্টার,12
বানরগুলো,11
নামোল্লেখ,10
বিষোদ্গার,11
পিকাসোর,11
ঘুরেই,10
বসির,12
নেবুলাইজার,10
চুনইং,12
লাদিমির,12
সন্ত্রাসকে,11
আলেপ্পোর,11
ম্যাককেইন,10
বাতাবরণ,10
স্টল্টেনব্যার্গ,10
ক্রাম্প,10
প্রক্রিয়াগুলো,11
ফরীদ,12
খানিকক্ষণ,11
সহাবস্থানের,12
মিত্রদেশগুলোর,10
মাসখানেকের,12
দোকানটির,11
ক্রয়,12
কাবায়,11
কোয়াডের,11
প্রবীণতম,12
রেকর্ডার,12
বর্ষনের,12
ধ্বংসাবশেষের,10
দুষছে,10
আকষ্মিক,11
অগ্নিনির্বাপন,10
ইয়ামিনের,10
ইয়ামিনকে,10
অধঃপতন,10
অন্তর্র্বতী,12
টাগ,10
করেননা,10
কয়েদিকে,12
মোড়কজাত,12
সংখ্যকের,11
ভেলিকা,12
দীর্ঘজীবী,12
কম্প্রিহেন্সিভ,12
ব্লকগুলো,11
অ্যালেক্সি,12
আসু,11
তেলনির্ভর,10
গণকবরে,11
স্ববিরোধী,12
অবিহিত,10
কাদুনা,11
পদবির,10
মারল,12
বিস্তৃতভাবে,12
